CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/16/90,714100,FRESNO TECHNICAL COLLEGE,FRESNO TECHNICAL COLLEGE,2575 N BLACKSTONE AVE,FRESNO,CA,93703,
10/16/90,793200,INTERNATIONAL CAR ACADEMY,INTERNATIONAL CAR ACADEMY,5612 VAN NUYS BOULEVARD,VAN NUYS,CA,91401,
10/16/90,2050900,GOLETA BEAUTY COLLEGE,GOLETA BEAUTY COLLEGE,5708 HOLLISTER AVENUE,GOLETA,CA,93107,
10/16/90,2155900,CALIFORNIA PACIFIC COLLEGE,CALIFORNIA PACIFIC COLLEGE,347 DOLORES STREET,SAN FRANCISCO,CA,94110,
10/16/90,2565800,ANDERSEN ACADEMY OF BEAUTY ARTS AND SCIENCES,ANDERSEN ACADEMY OF BEAUTY ARTS AND SCIENCES,2865 NORTH CLARK STREET,CHICAGO,IL,60657,
10/16/91,591600,HARRISBURG HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,HARRISBURG HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,SOUTH FRONT STREET,HARRISBURG,PA,17101,
10/16/91,2067000,JOHN AMICOS SCHOOL OF HAIR DESIGN,JOHN AMICOS SCHOOL OF HAIR DESIGN,8127 S CICERO,CHICAGO,IL,60652,
10/16/91,2307600,JOHN AMICO'S SCHOOL OF HAIR DESIGN,JOHN AMICO'S SCHOOL OF HAIR DESIGN,32 N STATE,CHICAGO,IL,60602,
10/16/92,785301,NATIONAL EDUCATION CENTER KEE BUSINESS COLLEGE CAMPUS,BRANCH CAMPUS                    (FORMERLY: 810 AIRLINE BLVD),2106 COUNTY ST,PORTSMOUTH,VA,23704,
10/16/99,10150949,NOVA SOUTHEASTERN UNIVERSITY,NOVA SOUTHEASTERN UNIVERSITY - CITY COLLEGE,2400 SOUTHWEST 13TH STREET,GAINESVILLE,FL,32608-2000,
10/16/01,352703,TUSCULUM COLLEGE,TUSCULUM COLLEGE - WALTER'S STATE COMMUNITY COLLEGE,215 NORTH COLLEGE STREET,GREENEVILLE,TN,37743-5092,
10/16/01,352704,TUSCULUM COLLEGE,TUSCULUM COLLEGE - WALTER'S STATE COMMUNITY COLLEGE,500 SOUTH DAVY CROCKETT COLLEGE,MORRISTOWN,TN,37814-0000,
10/16/01,352708,TUSCULUM COLLEGE,TUSCULUM COLLEGE - HANCOCK COUNTY HIGH SCHOOL AND VOTECH CENTER,101 HARRISON STREET,SNEEDVILLE,TN,37869-0659,
10/16/01,352712,TUSCULUM COLLEGE,TUSCULUM COLLEGE - ELIZABETHTON HAMPTON ELEMENTARY,ROUTE 2 BOX 58,HAMPTON,TN,37658-0058,
10/16/01,352713,TUSCULUM COLLEGE,TUSCULUM COLLEGE - MAYNARDVILLE ELEMENTARY SCHOOL,OLD HIGHWAY 33,MAYNARDVILLE,TN,37807-2508,
10/16/01,352716,TUSCULUM COLLEGE,TUSCULUM COLLEGE - NORTHEAST STATE TECHNICAL COMMUNITY COLLEGE,2425 HIGHWAY 25,BLOUNTVILLE,TN,37617-0000,
10/16/01,352717,TUSCULUM COLLEGE,TUSCULUM COLLEGE - ROGERSVILLE MIDDLE SCHOOL,EAST MCKINNEY AVENUE,ROGERSVILLE,TN,37857-3354,
10/16/01,352723,TUSCULUM COLLEGE,TUSCULUM COLLEGE - TENNESSE HIGH SCHOOL,615 EDGEMONT,BRISTOL,TN,37620-2397,
10/16/01,352725,TUSCULUM COLLEGE,TUSCULUM COLLEGE - UNICOI COUNTY VO-TECH,600 NORTH ELM STREET,ERWIN,TN,37650-1399,
10/16/01,352733,TUSCULUM COLLEGE,TUSCULUM COLLEGE - MCBRIEN ELEMENTARY SCHOOL,1501 TOMBRAS AVENUE,CHATTANOOGA,TN,37412-2700,
10/16/01,352734,TUSCULUM COLLEGE,TUSCULUM COLLEGE - POLK COUNTY HIGH SCHOOL,HIGHWAY 11,BENTON,TN,37307-0188,
10/16/01,352737,TUSCULUM COLLEGE,TUSCULUM COLLEGE - MCMINN COUNTY HIGH SCHOOL,2215 CONGRESS PARKWAY,ATHENS,TN,37303-2899,
10/16/01,352743,TUSCULUM COLLEGE,TUSCULUM COLLEGE - MCCONNELL ELEMENTARY SCHOOL,8629  COLUMBUS ROAD,HIXSON,TN,37343-1593,
10/16/01,352744,TUSCULUM COLLEGE,TUSCULUM COLLEGE - CHATTANOOGA SCHOOL FOR THE LIBERAL ARTS,6579 EAST BRAINERD ROAD,CHATTANOOGA,TN,37421-3798,
10/16/08,3035304,SOUTHERN CAREERS INSTITUTE,SOUTHERN CAREERS INSTITUTE - LAREDO,4805 MAHER,LAREDO,TX,78041-3838,
10/16/09,115311,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - SMC,SANTA MONICA COLLEGE 1900 PICO BOULEVARD,SANTA MONICA,CA,90405-0000,
10/16/09,115317,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - DIST 4 DEL OMO,100 N. NEW HAMPSHIRE AVENUE,LOS ANGELES,CA,90004-0000,
10/16/09,115318,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - DIST 5 MULTNOMAH,2101 N INDIANA AVENUE,LOS ANGELES,CA,90032-0000,
10/17/86,2099100,BUSINESS EDUC INST,BUSINESS EDUC INST,201 PARK AVE,WEST SPRINGFIELD,MA,1089,
10/17/88,2254300,COMPUTECH INSTITUTE,COMPUTECH INSTITUTE,9708 CORAL WAY,MIAMI,FL,33165,
10/17/89,271600,EISENHOWER COLLEGE,EISENHOWER COLLEGE,88 FALLS ST,SENECA FALLS,NY,13148,
10/17/89,912800,WILFRED ACADEMY OF HAIR AND BEAUTY CULTURE,WILFRED ACADEMY OF HAIR AND BEAUTY CULTURE,1717 BRUNSWICK AVENUE,TRENTON,NJ,8648,
10/17/89,2495600,SAWYER BUSINESS SCHOOL,SAWYER BUSINESS SCHOOL,46 PEARL ST,NORTH PLAINFIELD,NJ,7060,
10/17/90,494200,NATIONAL SCHOOL OF BUSINESS,NATIONAL SCHOOL OF BUSINESS,1412 SOUTH LEE HIGHWAY,CLEVELAND,TN,37311,
10/17/90,765300,SELAN'S SYSTEM OF BEAUTY CULTURE,SELAN'S SYSTEM OF BEAUTY CULTURE,3124 W 63RD ST,CHICAGO,IL,60629,
10/17/90,1248600,NATIONAL BEAUTY SCHOOL #3,NATIONAL BEAUTY SCHOOL #3,255 WYNNEWOOD VILLAGE,DALLAS,TX,75224,
10/17/90,2264801,DRAKE SECRETARIAL COLLEGE,DRAKE SECRETARIAL COLG,275 HOBART ST,PERTH AMBOY,NJ,8861,
10/17/90,2327300,DELAWARE BEAUTY COLLEGE,DELAWARE BEAUTY COLLEGE,2616 PHILADELPHIA PIKE,CLAYMONT,DE,19720,
10/17/90,2622100,FORT WORTH TECHNICAL SCHOOL,FORT WORTH TECHNICAL SCHOOL,8721 AIRPORT FREEWAY,FT WORTH,TX,76180,
10/17/92,2347800,ROBERT LEWIS STUDIO OF HAIR DESIGN,ROBERT LEWIS STUDIO OF HAIR DESIGN,8227 GEORGIA AVE,SILVER SPRING,MD,20910,
10/17/94,2572001,VISTA COLLEGE,COMPUTER CAREER CENTER,4121 WYOMING NORTHEAST,ALBUQUERQUE,NM,87111,
10/17/01,352710,TUSCULUM COLLEGE,TUSCULUM COLLEGE - TAZEWELL VO-TECH CENTER,1403 OLD TAZEWELL ROAD,TAZEWELL,TN,37879-0000,
10/17/01,352728,TUSCULUM COLLEGE,TUSCULUM COLLEGE - DENSO MANUFACTURING,1720 ROBERT C. JACKSON DRIVE,MARYVILLE,TN,37801-3748,
10/17/01,352732,TUSCULUM COLLEGE,TUSCULUM COLLEGE - EASTRIDGE MIDDLE SCHOOL,4400 BENNETT ROAD,CHATTANOOGA,TN,37412-2298,
10/17/01,352738,TUSCULUM COLLEGE,TUSCULUM COLLEGE - EAST BRAINERD ELEMENTARY SCHOOL,7453 EAST BRAINERD ROAD,CHATTANOOGA,TN,37421-3180,
10/17/01,352753,TUSCULUM COLLEGE,TUSCULUM COLLEGE - WARTBURG CENTRAL HIGH SCHOOL,1119 KNOXVILLE HIGHWAY,WARTBURG,TN,37887-9999,
10/17/01,352759,TUSCULUM COLLEGE,TUSCULUM COLLEGE - COCKE COUNTY ADULT EDUCATION BUILDING,241 HEDRICK DRIVE,NEWPORT,TN,37821-9999,
10/17/02,252575,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - NORTHLAND CAREER CENTER,NORTHLAND CAREER CENTER,PLATTE CITY,MO,64079-1700,
10/17/02,252578,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - KIRKSVILLE HOLIDAY INN EXPRESS,HOLIDAY INN EXPRESS 2702 SOUTH FRANKLIN,KIRKSVILLE,MO,63501-9999,
10/17/05,290900,BARBER - SCOTIA COLLEGE,BARBER-SCOTIA COLLEGE,145 CABARRUS AVENUE,CONCORD,NC,28025-5187,
10/17/05,330943,PEIRCE COLLEGE,PEIRCE COLLEGE - COMCAST,1375 MANOR ROAD,COATESVILLE,PA,19320-1245,
10/17/07,173507,NORTH PARK UNIVERSITY,NORTH PARK UNIVERSITY -,NORTHFIELD DISTRICT 31 3131 TECHNY ROAD,NORTHBROOK,IL,60062-5899,
10/17/07,323316,ALVERNIA UNIVERSITY,ALVERNIA COLLEGE - SOLANCO AREA SCHOOL DISTRICT,121 SOUTH HESS STREET,QUARRYVILLE,PA,17566-1225,
10/17/08,266618,ADELPHI UNIVERSITY,ADELPHI UNIVERSITY - ST. JOSEPH'S COLLEGE (BROOKLYN),245 CLINTON AVENUE,BROOKLYN,NY,11205-3688,
10/17/12,4161202,BAINBRIDGE GRADUATE INSTITUTE,BAINBRIDGE GRADUATE INSTITUTE - SEATTLE,2601 4TH AVENUE SUITE 310,SEATTLE,WA,98121-3223,
10/18/89,2097800,JOHN ROBERTS POWERS SCHOOL OF FASHION CAREERS,JOHN ROBERTS POWERS SCHOOL OF FASHION CAREERS,3522 HAWORTH DRIVE SUITE 101,RALEIGH,NC,27609,
10/18/90,719200,SOUTH BAY TRADE SCHOOL,SOUTH BAY TRADE SCHOOL,121 MAIN STREET,SAN DIEGO,CA,92113,
10/18/90,881500,UNIVERSITY OF PITTSBURGH MEDICAL SCHOOL,UNIVERSITY OF PITTSBURGH MEDICAL SCHOOL,FIFTH & BIGELOW STREET,PITTSBURGH,PA,15213,
10/18/90,1102300,AIRLINE SCHOOLS PACIFIC SANTA BARBARA,AIRLINE SCHOOLS PACIFIC SANTA BARBARA,1520 STATE STREET,SANTA BARBARA,CA,93101,
10/18/90,2146103,CHAUFFEURS TRAINING SCHOOL,CHAUFFEURS TRAINING SCHOOL,4320 OLD SPANISH TRAIL,HOUSTON,TX,77021-1621,
10/18/90,2178600,WESLYN COLLEGE OF MEDICAL & DENTAL CARE,WESLYN COLLEGE OF MEDICAL & DENTAL CARE,16620 BELLFLOWER BOULEVARD,BELLFLOWER,CA,90706,
10/18/96,189314,UPPER IOWA UNIVERSITY,UPPER IOWA UNIVERSITY - FORT BENNING,UNITED STATES INFANTRY SCHOOL BLDG-2614 SOLDIER'S PLZ-ATSH-OTT-SA,FORT BENNING,GA,31905-5593,
10/18/01,352752,TUSCULUM COLLEGE,TUSCULUM COLLEGE - TENNESSEE TECHNOLOGY CENTER,1635 VO-TECH DRIVE,ATHENS,TN,37303-9999,
10/18/02,3028801,ROYAL BEAUTY CAREERS,JACKSON BEAUTY SCHOOL #2,223 WEST MAIN SUITE C,LEAGUE CITY,TX,77573-3736,
10/18/08,193717,OTTAWA UNIVERSITY,OTTAWA UNIVERSITY - SAFEWAY,20427 N. 27TH AVENUE,PHOENIX,AZ,85027-3241,
10/18/12,3753403,MICHAEL'S SCHOOL OF BEAUTY,MICHAEL'S SCHOOL OF BEAUTY - MACON,630 NORTH AVENUE SUITE J,MACON,GA,31211-1493,
10/19/87,580800,MASSACHUSETTS GENERAL HOSPITAL SCHOOL OF RADY TECH,MASSACHUSETTS GENERAL HOSPITAL SCHOOL OF RADY TECH,FRUIT STREET,BOSTON,MA,2114,
10/19/87,2091800,CABRILLO SCHOOL OF NURSE (CLOSED),CABRILLO SCHOOL OF NURSE (CLOSED),5532 EL CAJON BOULEVARD,SAN DIEGO,CA,92115,
10/19/88,2231400,OLIVER SCHOOL OF BEAUTY CULTURE,OLIVER SCHOOL OF BEAUTY CULTURE,653 ERIE AVENUE,NORTH TONAWANDA,NY,14120,
10/19/89,2343203,UNITED BUSINESS INSTITUTE,BRANCH CAMPUS,1395 COLUMBIA DR,ATLANTA,GA,30032,
10/19/89,2343204,UNITED BUSINESS INSTITUTE,BRANCH CAMPUS,621 S BROADWAY,LOS ANGELES,CA,90011,
10/19/90,424600,ST FRANCIS HOSPITAL & MEDICAL CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,ST FRANCIS HOSPITAL & MEDICAL CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,1700 WEST 7TH AVENUE,TOPEKA,KS,66606,
10/19/90,1002200,FLAGSTAFF BEAUTY COLLEGE,FLAGSTAFF BEAUTY COLLEGE,318 WEST BIRCH AVENUE,FLAGSTAFF,AZ,86001,
10/19/90,1011300,TUCSON BEAUTY COLLEGE,TUCSON BEAUTY COLLEGE,1231 WEST ST MARY'S ROAD,TUCSON,AZ,85705,
10/19/90,1050801,CBM EDUCATION CENTER,BRANCH CAMPUS,2020 GRAND AVE STE 350,LARAMIE,WY,82070,
10/19/90,2187000,LEONE SCHOOL OF TECHNOLOGY,LEONE SCHOOL OF TECHNOLOGY,110 PEARL STREET,BUFFALO,NY,14202,
10/19/90,2187001,LEONE SCHOOL OF TECHNOLOGY,BRANCH LOCATION,1924 EUCLID AVE,CLEVELAND,OH,44115,
10/19/90,2502200,AARONS BEAUTY COLLEGE,AARONS BEAUTY COLLEGE,223 WEST MAIN STREET,LEAGE CITY,TX,77573,
10/19/92,1007600,COMPUTER PROCESSING INST,COMPUTER PROCESSING INST,111 ASH ST,EAST HARTFORD,CT,6108,
10/19/92,1007601,COMPUTER PROCESSING INST,BRANCH CAMPUS,305 BOSTON AVE,STRATFORD,CT,6497,
10/19/92,1007603,COMPUTER PROCESSING INST,ADDITIONAL LOCATION        (ELIGIBLE 1-7-88),607 BANK ST,NEW LONDON,CT,6320,
10/19/92,1007605,COMPUTER PROCESSING INST,BRANCH CAMPUS (FORMERLY 76 SOUTH SOUTH MAIN STREET),7 PHOENIX AVE,WATERBURY,CT,6702,
10/19/92,1007606,COMPUTER PROCESSING INST,ADDITIONAL LOCATION            (ELIGIBLE 1-7-88),920 MAIN ST,WILLIMANTIC,CT,6226,
10/19/92,1007607,COMPUTER PROCESSING INST,ADDITIONAL LOCATION (ELIGIBLE 4-20-88),2440 WHITNEY AVE,HAMDEN,CT,6518,
10/19/92,1007608,COMPUTER PROCESSING INST,ADDITIONAL LOCATION              (ELIGIBLE 9-29-88),240 MAIN ST,NEW BRITAIN,CT,6051,
10/19/93,2301910,ALLIED MEDICAL AND TECHNICAL INSTITUTE,BUSINESS TRAINING INSTITUTE - VILLAGE SQUARE SHOPPING CENTER,1909 EAST PASS ROAD SUITE B,GULFPORT,MS,39507,
10/19/00,2166427,INSTITUTO DE BANCA Y COMERCIO,INSTITUTO DE BANCA Y COMERCIO - PONCE2,123 VILLA STREET,PONCE,PR,00731-0000,
10/19/01,352750,TUSCULUM COLLEGE,TUSCULUM COLLEGE - SPRING CREEK ELEMENTARY SCHOOL,1100 SPRING CREEK ROAD,CHATTANOOGA,TN,37412-9999,
10/19/05,352729,TUSCULUM COLLEGE,TUSCULUM COLLEGE - ROANE STATE COMMUNITY COLLEGE,410 W. H. SWAIN BOULVARD,HUNTSVILLE,TN,37756-0000,
10/19/05,352731,TUSCULUM COLLEGE,TUSCULUM COLLEGE - ROANE STATE COMMUNITY COLLEGE,276 PATTON LANE,HARRIMAN,TN,37748-8664,
10/19/05,352735,TUSCULUM COLLEGE,TUSCULUM COLLEGE - CLEVELAND HIGH SCHOOL,4300 MOUSE CREEK ROAD NW,CLEVELAND,TN,37312-3305,
10/19/05,352761,TUSCULUM COLLEGE,TUSCULUM COLLEGE - ROANE STATE COMMUNITY COLLEGE,2567 COOK ROAD,CROSSVILLE,TN,38558-9999,
10/19/05,352765,TUSCULUM COLLEGE,TUSCULUM COLLEGE - PELLISSIPPI STATE C. C., 1010 MIDDLESETTLEMENTS RD.,ALCOA,TN,37701-9999,
10/19/05,352766,TUSCULUM COLLEGE,TUSCULUM COLLEGE - CHATTANOOGA STATE C. C., 4501 AMNICOLA HYW.,CHATTANOOGA,TN,37406-9999,
10/19/07,2544301,BUTLER BEAUTY SCHOOL,BUTLER BEAUTY SCHOOL - PUNXY BEAUTY SCHOOL,222 NORTH FINDLEY STREET,PUNXSUTAWNEY,PA,15767-2021,
10/19/07,3067502,INSTITUTE OF TECHNOLOGY,INSTITUTE OF TECHNOLOGY - SACRAMENTO BRANCH,3695 BLECKELY STREET,MATHER,CA,95655-3077,
10/19/08,116463,CHAPMAN UNIVERSITY,CHAPMAN UNIVERSITY - HANFORD JOINT UNION HIGH S.D.,120 EAST GRANGEVILLE BLVD.,HANFORD,CA,93230-3096,
10/19/08,116464,CHAPMAN UNIVERSITY,CHAPMAN UNIVERSITY - HANFORD EAST HIGH S.D.,1150 WEST LACEY BLVD.,HANFORD,CA,93230-3575,
10/20/88,1082105,AMERICAN COLLEGE,AMERICAN COLLEGE,2840 FLORIDA BOULEVARD,BATON ROUGE,LA,70802,
10/20/88,2362400,KATHARINE GIBBS SCHOOL,KATHARINE GIBBS SCHOOL,2070 CHAIN BRIDGE RD,VIENNA,VA,22180,
10/20/90,1184800,MIDWAY PARIS BEAUTY SCHOOL,MIDWAY PARIS BEAUTY SCHOOL,390 E 150TH ST,BRONX,NY,10455,
10/20/98,2107401,JON LOUIS SCHOOL OF BEAUTY,JON LOUIS SCHOOL OF BEAUTY -,225 ROUTE 46 & UNION BOULEVARD,TOTOWA,NJ,07512-0000,
10/20/02,216080,LESLEY UNIVERSITY,LESLEY UNIVERSITY -,LA LIBERTE JUNIOR HIGH SCHOOL 687 PLEASANT STREET,RAYNHAM,MA,02767-1534,
10/20/05,450610,COLORADO MOUNTAIN COLLEGE,COLORADO MOUNTAIN COLLEGE - CHAFFEE COUNTY,411 EAST MAIN STREET,BUENA VISTA,CO,81211-0897,
10/21/95,2170400,MID-DEL COLLEGE,MID-DEL COLLEGE,3420 SOUTH SUNNYLANE ROAD,OKLAHOMA CITY,OK,73115,
10/21/96,1011200,BRYAN INSTITUTE,BRYAN INSTITUTE,CORPORATE OFFICES 2024 E DOUGLAS AVENUE,WICHITA,KS,67214-4308,
10/21/97,301406,BALDWIN WALLACE UNIVERSITY,BALDWIN/WALLACE COLLEGE - SAINT JOHN'S WESTSHORE HOSPITAL,2900 CENTER RIDGE ROAD,WESTLAKE,OH,44145-0000,
10/21/97,2167901,TECHNICAL EDUCATION CENTER,TECHNICAL EDUCATION CENTER,#2 ROCKVILLE METRO PLACE SUITE 15,ROCKVILLE,MD,20850,
10/21/05,3077700,DECKER COLLEGE,DECKER COLLEGE,981 SOUTH THIRD STREET,LOUISVILLE,KY,40203-2261,
10/21/05,3077702,DECKER COLLEGE,DECKER COLLEGE -,6801 HILLSDALE COURT,INDIANAPOLIS,IN,46250-2039,
10/21/05,3077703,DECKER COLLEGE,DECKER SCHOOL OF CONSTRUCTION CRAFTS INC,11801 CENTRAL PARKWAY,JACKSONVILLE,FL,32224-2637,
10/21/05,3077704,DECKER COLLEGE,DECKER COLLEGE -,5534 NATIONAL TURNPIKE,LOUISVILLE,KY,40214-3762,
10/21/05,3775300,EDUCATIONAL CENTERS OF AMERICA,CONSERVATORY OF COSMETOLOGY,190 SOUTH HAMILTON ROAD,COLUMBUS,OH,43213-2022,
10/21/11,3852500,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,525 N MULLER,ANAHEIM,CA,92801-5454,
10/21/11,3852501,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY-,3200 WILSHIRE BOULEVARD SUITE 200,LOS ANGELES,CA,90010-1308,
10/22/90,913300,TEXAS INSTITUTE,TEXAS INSTITUTE,8150 BROOKRIVER DRIVE S-700,DALLAS,TX,75247,
10/22/94,2151200,LARRY'S ACADEMY OF HAIRSTYLING,LARRY'S ACADEMY OF HAIRSTYLING,511 MAIN STREET,PATTERSON,LA,70392,
10/22/97,2178300,VOGUE SCHOOL OF HAIR DESIGN #6,VOGUE SCHOOL OF HAIR DESIGN #6,704 NORTH TURNER STREET,HOBBS,NM,88240,
10/22/99,3027001,DIXON COLLEGE,DIXON COLLEGE,2001 SECOND STREET HIGHWAY 271,TALIHINA,OK,74571,
10/22/01,2515500,CALIFORNIA BUSINESS INSTITUTE,CALIFORNIA BUSINESS INSTITUTE,3550 JOHNSON AVENUE,EL MONTE,CA,91731-3212,
10/22/02,2614902,SANFORD-BROWN INSTITUTE,ULTRASOUND DIAGNOSTIC SCHOOL - PITTSBURGH,5830 ELLSWORTH AVENUE SUITE 102,PITTSBURGH,PA,15232-1778,
10/22/03,214510,EASTERN NAZARENE COLLEGE,EASTERN NAZARENE COLLEGE - BOSTON SITE,125 HIGH STREET,BOSTON,MA,02110-2704,
10/22/05,2553100,ASSOCIATED TECHNICAL COLLEGE,ASSOCIATED TECHNICAL COLLEGE,1593 EAST VISTA WAY SUITE C,VISTA,CA,92084-3577,
10/23/92,2185103,ESI CAREER CENTER,BRANCH CAMPUS,16900 W 8 MILE ROAD SUITE 150,SOUTHFIELD,MI,48075,
10/23/97,2598100,FLORIDA TECHNICAL COLLEGE - TAMPA,FLORIDA TECHNICAL COLLEGE TAMPA,4750 EAST ADAMO DRIVE,TAMPA,FL,33605-5916,
10/23/98,488601,ELECTRONIC INSTITUTES,ELECTRONIC INSTITUTES,4634 BROWNS HILLS ROAD,PITTSBURGH,PA,15217-2919,
10/23/98,2576500,CC'S COSMETOLOGY COLLEGE,CCS COSMETOLOGY COLLEGE,206 E. DUKE STREET,HUGO,OK,74523-4007,
10/23/04,967401,MOLER BEAUTY COLLEGE,MOLER BEAUTY COLLEGE,59 WESTBANK EXPRESSWAY,GRETNA,LA,70053-3661,
10/23/06,176768,BENEDICTINE UNIVERSITY,BENEDICTINE UNIVERSITY - PARK VIEW ELEMENTARY SCHOOL,341 NORTH ELIZABETH STREET,LOMBARD,IL,60148-0000,
10/23/10,905866,BETHEL UNIVERSITY,BETHEL UNIVERSITY - SITE 66,FOND DU LAC TRIBAL AND COMMUNITY C 2101 14TH STREET,CLOQUET,MN,55720-2964,
10/24/86,632300,BURBANK HOSPITAL SCHOOL OF NURSING,BURBANK HOSPITAL SCHOOL OF NURSING,NICHOLS ROAD,FITCHBURG,MA,1420,
10/24/89,2193203,ULTISSIMA BEAUTY INSTITUTE AT HIALEAH,BRANCH CAMPUS,1212 MAIN ST,HOUSTON,TX,77002,
10/24/89,2274905,VIRGINIA SCHOOLS,BRANCH CAMPUS LOCATION,8101 KINGSTON,SHREVEPORT,LA,71108,
10/24/89,2516300,OTTAWA ACADEMY OF HAIR DESIGN (CLOSED),OTTAWA ACADEMY OF HAIR DESIGN (CLOSED),708 LASALLE STREET,OTTAWA,IL,61350,
10/24/89,2607300,UNITED COLLEGE,UNITED COLLEGE,26 NORTH OAKS PLAZA,ST. LOUIS,MO,63121,
10/24/92,2585200,HOUSE OF JAMES BEAUTY COLLEGE,HOUSE OF JAMES BEAUTY COLLEGE,3041 REAR BRECKINRIDGE LANE,LOUISVILLE,KY,40220,
10/24/96,2337300,ACADEMY OF CREATIVE HAIR DESIGN,ACADEMY OF CREATIVE HAIR DESIGN,2911 NE JACKSONVILLE ROAD,OCALA,FL,34479-3313,
10/24/97,3084900,POMPANO ACADEMY OF AERONAUTICS,POMPANO ACADEMY OF AERONAUTICS,1006 NORTHEAST 10TH STREET,POMPANO BEACH,FL,33060-5705,
10/24/11,708503,MOUNT VERNON NAZARENE UNIVERSITY,MOUNT VERNON NAZARENE UNIVERSITY - ADULT AND GRADUATE STUDIES,205 WEST MARKET STREET SUITE 300,LIMA,OH,45801-4819,
10/24/11,3389301,ACADEMY OF MASSAGE THERAPY,ACADEMY OF MASSAGE THERAPY -,75 MONTGOMERY STREET SUITE 402,JERSEY CITY,NJ,07302-3726,
10/25/89,2097400,AUDUBON COLLEGE,AUDUBON COLLEGE,3901 TULANE AVENUE,NEW ORLEANS,LA,70119,
10/25/89,2118500,ULTISSIMA BEAUTY INST RIDGEWOOD,ULTISSIMA BEAUTY INST RIDGEWOOD,5440 MYRTLE AVENUE,RIDGEWOOD,NY,11227,
10/25/90,452900,TAMPA COLLEGE ST PETERSBURG CAMPUS,TAMPA COLLEGE ST PETERSBURG CAMPUS,4950 34TH STREET NORTH,ST PETERSBURG,FL,33714-3031,
10/25/90,464400,MANKATO COMMERCIAL COLLEGE,MANKATO COMMERCIAL COLLEGE,402 SOUTH FRONT STREET,MANKATO,MN,56001,
10/25/90,965500,ACADEMY BEAUTY COLLEGE,ACADEMY BEAUTY COLLEGE,20 WEST 6TH STREET,SAINT PAUL,MN,55102,
10/25/90,1025800,AMERICAN BEAUTY COLLEGE,AMERICAN BEAUTY COLLEGE,615 NORTH 1ST STREET,GRAND JUNCTION,CO,81501,
10/25/90,1048600,UNIVERSAL TRAINING SERVICE,UNIVERSAL TRAINING SERVICE,1901 NORTHWEST 7TH STREET,MIAMI,FL,33125,
10/25/90,1053300,UNIVERSITY MOTEL SCHOOL,UNIVERSITY MOTEL SCHOOL,1901 NORTHWEST 7TH STREET,MIAMI,FL,33125,
10/25/90,1053400,UNIVERSAL AIRLENS PERSONNEL SCHOOLS,UNIVERSAL AIRLENS PERSONNEL SCHOOLS,1901 NORTHWEST 7TH STREET,MIAMI,FL,33125,
10/25/90,1053500,UNIVERSAL HEAVY CONSTRUCTION SCHOOLS,UNIVERSAL HEAVY CONSTRUCTION SCHOOLS,1901 NORTHWEST7TH STREET,MIAMI,FL,33125,
10/25/90,1053600,UNIVERSAL TRUCK DRIVERS SCHOOL,UNIVERSAL TRUCK DRIVERS SCHOOL,1901 NORTHWEST 7TH STREET,MIAMI,FL,33125,
10/25/90,1104100,DELUXE BEAUTY CULTURE COLLEGE,DELUXE BEAUTY CULTURE COLLEGE,22 EAST MAIN STREET,CHATTANOOGA,TN,37408,
10/25/90,1296900,BECKY THATCHER BEAUTY ACADEMY,BECKY THATCHER BEAUTY ACADEMY,661 A SENATE COURT,JEFFERSON CITY,MO,65101,
10/25/90,1305300,NORTH CENTRAL FLORIDA SCHOOL OF MEDICAL TECHNOLOGY,NORTH CENTRAL FLORIDA SCHOOL OF MEDICAL TECHNOLOGY,446 EAST ASH STREET,PERRY,FL,32347,
10/25/90,1497300,FORT LAUDERDALE COLLEGE,FORT LAUDERDALE COLLEGE,9221 BISCAYNE BOULEVARD NORTH,MIAMI,FL,33138,
10/25/90,1497400,FORT LAUDERDALE COLLEGE,FORT LAUDERDALE COLLEGE,328 1ST STREET,WEST PALM BEACH,FL,33406,
10/25/90,2575100,APEX TECHNICAL SCHOOL,APEX TECHNICAL SCHOOL,3501 NW 9TH AVENUE,FT LAUDERDALE,FL,33309,
